SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE
50,55,43,Wisconsin,Grant County,12,4,4853,2783,2070
50,55,43,Wisconsin,Grant County,12,5,5910,3515,2395
50,55,43,Wisconsin,Grant County,12,6,2946,1619,1327
50,55,43,Wisconsin,Grant County,12,7,2629,1442,1187
50,55,43,Wisconsin,Grant County,12,8,2780,1465,1315
50,55,43,Wisconsin,Grant County,12,9,2518,1339,1179
50,55,43,Wisconsin,Grant County,12,10,2470,1266,1204
50,55,43,Wisconsin,Grant County,12,11,2676,1353,1323
50,55,43,Wisconsin,Grant County,12,12,3371,1672,1699
50,55,43,Wisconsin,Grant County,12,13,3389,1703,1686
50,55,43,Wisconsin,Grant County,12,14,2838,1390,1448
50,55,43,Wisconsin,Grant County,12,15,2109,1022,1087
50,55,43,Wisconsin,Grant County,12,16,1568,718,850
50,55,43,Wisconsin,Grant County,12,17,1251,536,715
50,55,43,Wisconsin,Grant County,12,18,1313,420,893
50,55,45,Wisconsin,Green County,12,0,36960,18370,18590
50,55,45,Wisconsin,Green County,12,1,1971,999,972
50,55,45,Wisconsin,Green County,12,2,2110,1059,1051
50,55,45,Wisconsin,Green County,12,3,2564,1304,1260
50,55,45,Wisconsin,Green County,12,4,2248,1136,1112
50,55,45,Wisconsin,Green County,12,5,1752,877,875
50,55,45,Wisconsin,Green County,12,6,2029,1032,997
50,55,45,Wisconsin,Green County,12,7,2012,1004,1008
50,55,45,Wisconsin,Green County,12,8,2259,1157,1102
50,55,45,Wisconsin,Green County,12,9,2214,1072,1142
50,55,45,Wisconsin,Green County,12,10,2412,1273,1139
50,55,45,Wisconsin,Green County,12,11,2498,1228,1270
50,55,45,Wisconsin,Green County,12,12,2930,1496,1434
50,55,45,Wisconsin,Green County,12,13,2843,1435,1408
50,55,45,Wisconsin,Green County,12,14,2375,1198,1177
50,55,45,Wisconsin,Green County,12,15,1767,845,922
50,55,45,Wisconsin,Green County,12,16,1201,564,637
50,55,45,Wisconsin,Green County,12,17,810,356,454
50,55,45,Wisconsin,Green County,12,18,965,335,630
50,55,47,Wisconsin,Green Lake County,12,0,18913,9508,9405
50,55,47,Wisconsin,Green Lake County,12,1,1077,517,560
50,55,47,Wisconsin,Green Lake County,12,2,1120,551,569
50,55,47,Wisconsin,Green Lake County,12,3,1154,608,546
50,55,47,Wisconsin,Green Lake County,12,4,1211,645,566
50,55,47,Wisconsin,Green Lake County,12,5,945,499,446
50,55,47,Wisconsin,Green Lake County,12,6,897,462,435
50,55,47,Wisconsin,Green Lake County,12,7,892,427,465
50,55,47,Wisconsin,Green Lake County,12,8,1043,540,503
50,55,47,Wisconsin,Green Lake County,12,9,978,503,475
50,55,47,Wisconsin,Green Lake County,12,10,1052,542,510
50,55,47,Wisconsin,Green Lake County,12,11,1179,614,565
50,55,47,Wisconsin,Green Lake County,12,12,1520,791,729
50,55,47,Wisconsin,Green Lake County,12,13,1531,772,759
50,55,47,Wisconsin,Green Lake County,12,14,1382,712,670
50,55,47,Wisconsin,Green Lake County,12,15,1109,536,573
50,55,47,Wisconsin,Green Lake County,12,16,785,356,429
50,55,47,Wisconsin,Green Lake County,12,17,538,246,292
50,55,47,Wisconsin,Green Lake County,12,18,500,187,313
50,55,49,Wisconsin,Iowa County,12,0,23678,11919,11759
50,55,49,Wisconsin,Iowa County,12,1,1284,639,645
50,55,49,Wisconsin,Iowa County,12,2,1439,752,687
50,55,49,Wisconsin,Iowa County,12,3,1600,835,765
50,55,49,Wisconsin,Iowa County,12,4,1429,731,698
50,55,49,Wisconsin,Iowa County,12,5,1125,570,555
50,55,49,Wisconsin,Iowa County,12,6,1167,593,574
50,55,49,Wisconsin,Iowa County,12,7,1345,689,656
50,55,49,Wisconsin,Iowa County,12,8,1467,748,719
50,55,49,Wisconsin,Iowa County,12,9,1320,678,642
50,55,49,Wisconsin,Iowa County,12,10,1420,720,700
50,55,49,Wisconsin,Iowa County,12,11,1653,828,825
50,55,49,Wisconsin,Iowa County,12,12,1899,928,971
50,55,49,Wisconsin,Iowa County,12,13,1920,971,949
50,55,49,Wisconsin,Iowa County,12,14,1611,817,794
50,55,49,Wisconsin,Iowa County,12,15,1235,632,603
50,55,49,Wisconsin,Iowa County,12,16,754,380,374
50,55,49,Wisconsin,Iowa County,12,17,491,204,287
50,55,49,Wisconsin,Iowa County,12,18,519,204,315
50,55,51,Wisconsin,Iron County,12,0,5687,2867,2820
50,55,51,Wisconsin,Iron County,12,1,176,95,81
50,55,51,Wisconsin,Iron County,12,2,234,128,106
50,55,51,Wisconsin,Iron County,12,3,279,137,142
50,55,51,Wisconsin,Iron County,12,4,252,125,127
50,55,51,Wisconsin,Iron County,12,5,202,100,102
50,55,51,Wisconsin,Iron County,12,6,227,123,104
50,55,51,Wisconsin,Iron County,12,7,229,104,125
50,55,51,Wisconsin,Iron County,12,8,255,128,127
50,55,51,Wisconsin,Iron County,12,9,271,136,135
50,55,51,Wisconsin,Iron County,12,10,316,177,139
50,55,51,Wisconsin,Iron County,12,11,349,166,183
50,55,51,Wisconsin,Iron County,12,12,510,257,253
50,55,51,Wisconsin,Iron County,12,13,564,296,268
50,55,51,Wisconsin,Iron County,12,14,552,291,261
50,55,51,Wisconsin,Iron County,12,15,497,250,247
50,55,51,Wisconsin,Iron County,12,16,297,156,141
50,55,51,Wisconsin,Iron County,12,17,212,99,113
50,55,51,Wisconsin,Iron County,12,18,265,99,166
50,55,53,Wisconsin,Jackson County,12,0,20643,11053,9590
50,55,53,Wisconsin,Jackson County,12,1,1195,600,595
50,55,53,Wisconsin,Jackson County,12,2,1232,648,584
50,55,53,Wisconsin,Jackson County,12,3,1289,664,625
50,55,53,Wisconsin,Jackson County,12,4,1217,637,580
50,55,53,Wisconsin,Jackson County,12,5,1055,620,435
50,55,53,Wisconsin,Jackson County,12,6,1330,817,513
50,55,53,Wisconsin,Jackson County,12,7,1217,740,477
50,55,53,Wisconsin,Jackson County,12,8,1225,677,548
50,55,53,Wisconsin,Jackson County,12,9,1181,647,534
50,55,53,Wisconsin,Jackson County,12,10,1263,688,575
50,55,53,Wisconsin,Jackson County,12,11,1381,745,636
50,55,53,Wisconsin,Jackson County,12,12,1590,820,770
50,55,53,Wisconsin,Jackson County,12,13,1493,801,692
50,55,53,Wisconsin,Jackson County,12,14,1281,659,622
50,55,53,Wisconsin,Jackson County,12,15,1044,535,509
50,55,53,Wisconsin,Jackson County,12,16,708,360,348
50,55,53,Wisconsin,Jackson County,12,17,486,218,268
50,55,53,Wisconsin,Jackson County,12,18,456,177,279
50,55,55,Wisconsin,Jefferson County,12,0,84769,42370,42399
50,55,55,Wisconsin,Jefferson County,12,1,4296,2189,2107
50,55,55,Wisconsin,Jefferson County,12,2,4731,2427,2304
50,55,55,Wisconsin,Jefferson County,12,3,5192,2742,2450
50,55,55,Wisconsin,Jefferson County,12,4,6154,3098,3056
50,55,55,Wisconsin,Jefferson County,12,5,4886,2530,2356
50,55,55,Wisconsin,Jefferson County,12,6,4808,2486,2322
50,55,55,Wisconsin,Jefferson County,12,7,5060,2518,2542
50,55,55,Wisconsin,Jefferson County,12,8,5534,2745,2789
50,55,55,Wisconsin,Jefferson County,12,9,5162,2651,2511
50,55,55,Wisconsin,Jefferson County,12,10,5537,2850,2687
50,55,55,Wisconsin,Jefferson County,12,11,5870,2948,2922
50,55,55,Wisconsin,Jefferson County,12,12,6570,3263,3307
50,55,55,Wisconsin,Jefferson County,12,13,5994,2957,3037
50,55,55,Wisconsin,Jefferson County,12,14,5050,2496,2554
50,55,55,Wisconsin,Jefferson County,12,15,3911,1874,2037
50,55,55,Wisconsin,Jefferson County,12,16,2705,1225,1480
50,55,55,Wisconsin,Jefferson County,12,17,1717,768,949
50,55,55,Wisconsin,Jefferson County,12,18,1592,603,989
50,55,57,Wisconsin,Juneau County,12,0,26687,14224,12463
50,55,57,Wisconsin,Juneau County,12,1,1403,724,679
50,55,57,Wisconsin,Juneau County,12,2,1412,735,677
50,55,57,Wisconsin,Juneau County,12,3,1553,821,732
50,55,57,Wisconsin,Juneau County,12,4,1445,750,695
50,55,57,Wisconsin,Juneau County,12,5,1253,674,579
50,55,57,Wisconsin,Juneau County,12,6,1589,933,656
50,55,57,Wisconsin,Juneau County,12,7,1448,841,607
50,55,57,Wisconsin,Juneau County,12,8,1567,912,655
50,55,57,Wisconsin,Juneau County,12,9,1568,902,666
50,55,57,Wisconsin,Juneau County,12,10,1780,1014,766
50,55,57,Wisconsin,Juneau County,12,11,1827,1003,824
50,55,57,Wisconsin,Juneau County,12,12,2201,1161,1040
50,55,57,Wisconsin,Juneau County,12,13,2077,1076,1001
50,55,57,Wisconsin,Juneau County,12,14,1821,947,874
50,55,57,Wisconsin,Juneau County,12,15,1422,702,720
50,55,57,Wisconsin,Juneau County,12,16,1047,500,547
50,55,57,Wisconsin,Juneau County,12,17,663,292,371
50,55,57,Wisconsin,Juneau County,12,18,611,237,374
50,55,59,Wisconsin,Kenosha County,12,0,169561,83854,85707
50,55,59,Wisconsin,Kenosha County,12,1,9526,4875,4651
50,55,59,Wisconsin,Kenosha County,12,2,10322,5331,4991
50,55,59,Wisconsin,Kenosha County,12,3,11226,5639,5587
50,55,59,Wisconsin,Kenosha County,12,4,12112,6169,5943
50,55,59,Wisconsin,Kenosha County,12,5,11228,5739,5489
50,55,59,Wisconsin,Kenosha County,12,6,11343,5763,5580
50,55,59,Wisconsin,Kenosha County,12,7,10794,5471,5323
50,55,59,Wisconsin,Kenosha County,12,8,10908,5365,5543
50,55,59,Wisconsin,Kenosha County,12,9,10310,5012,5298
50,55,59,Wisconsin,Kenosha County,12,10,10958,5448,5510
50,55,59,Wisconsin,Kenosha County,12,11,11956,5950,6006
50,55,59,Wisconsin,Kenosha County,12,12,13092,6489,6603
50,55,59,Wisconsin,Kenosha County,12,13,11080,5448,5632
50,55,59,Wisconsin,Kenosha County,12,14,8414,4117,4297
50,55,59,Wisconsin,Kenosha County,12,15,6136,2898,3238
50,55,59,Wisconsin,Kenosha County,12,16,4298,1907,2391
50,55,59,Wisconsin,Kenosha County,12,17,2830,1216,1614
50,55,59,Wisconsin,Kenosha County,12,18,3028,1017,2011
50,55,61,Wisconsin,Kewaunee County,12,0,20434,10387,10047
50,55,61,Wisconsin,Kewaunee County,12,1,1068,552,516
50,55,61,Wisconsin,Kewaunee County,12,2,1223,620,603
50,55,61,Wisconsin,Kewaunee County,12,3,1260,642,618
50,55,61,Wisconsin,Kewaunee County,12,4,1274,659,615
50,55,61,Wisconsin,Kewaunee County,12,5,1015,529,486
50,55,61,Wisconsin,Kewaunee County,12,6,1047,554,493
50,55,61,Wisconsin,Kewaunee County,12,7,1112,563,549
50,55,61,Wisconsin,Kewaunee County,12,8,1234,669,565
50,55,61,Wisconsin,Kewaunee County,12,9,1168,605,563
50,55,61,Wisconsin,Kewaunee County,12,10,1212,631,581
50,55,61,Wisconsin,Kewaunee County,12,11,1375,694,681
50,55,61,Wisconsin,Kewaunee County,12,12,1644,824,820
50,55,61,Wisconsin,Kewaunee County,12,13,1526,812,714
50,55,61,Wisconsin,Kewaunee County,12,14,1395,718,677
50,55,61,Wisconsin,Kewaunee County,12,15,1039,539,500
50,55,61,Wisconsin,Kewaunee County,12,16,736,341,395
50,55,61,Wisconsin,Kewaunee County,12,17,510,229,281
50,55,61,Wisconsin,Kewaunee County,12,18,596,206,390
50,55,63,Wisconsin,La Crosse County,12,0,118016,57548,60468
50,55,63,Wisconsin,La Crosse County,12,1,5937,2929,3008
50,55,63,Wisconsin,La Crosse County,12,2,6330,3258,3072
50,55,63,Wisconsin,La Crosse County,12,3,6886,3559,3327
50,55,63,Wisconsin,La Crosse County,12,4,9129,4248,4881
50,55,63,Wisconsin,La Crosse County,12,5,13413,6216,7197
50,55,63,Wisconsin,La Crosse County,12,6,8333,4311,4022
50,55,63,Wisconsin,La Crosse County,12,7,6995,3640,3355
50,55,63,Wisconsin,La Crosse County,12,8,7215,3685,3530
50,55,63,Wisconsin,La Crosse County,12,9,6169,3129,3040
50,55,63,Wisconsin,La Crosse County,12,10,6217,3130,3087
50,55,63,Wisconsin,La Crosse County,12,11,6560,3305,3255
50,55,63,Wisconsin,La Crosse County,12,12,7440,3613,3827
50,55,63,Wisconsin,La Crosse County,12,13,7458,3571,3887
50,55,63,Wisconsin,La Crosse County,12,14,6415,3099,3316
50,55,63,Wisconsin,La Crosse County,12,15,5054,2431,2623
50,55,63,Wisconsin,La Crosse County,12,16,3306,1486,1820
50,55,63,Wisconsin,La Crosse County,12,17,2375,979,1396
50,55,63,Wisconsin,La Crosse County,12,18,2784,959,1825
50,55,65,Wisconsin,Lafayette County,12,0,16665,8432,8233
50,55,65,Wisconsin,Lafayette County,12,1,1033,514,519
50,55,65,Wisconsin,Lafayette County,12,2,1092,557,535
50,55,65,Wisconsin,Lafayette County,12,3,1173,598,575
50,55,65,Wisconsin,Lafayette County,12,4,1073,533,540
50,55,65,Wisconsin,Lafayette County,12,5,903,481,422
50,55,65,Wisconsin,Lafayette County,12,6,916,471,445
50,55,65,Wisconsin,Lafayette County,12,7,860,456,404
50,55,65,Wisconsin,Lafayette County,12,8,954,497,457
50,55,65,Wisconsin,Lafayette County,12,9,856,425,431
50,55,65,Wisconsin,Lafayette County,12,10,916,462,454
50,55,65,Wisconsin,Lafayette County,12,11,1058,536,522
50,55,65,Wisconsin,Lafayette County,12,12,1305,652,653
50,55,65,Wisconsin,Lafayette County,12,13,1297,662,635
50,55,65,Wisconsin,Lafayette County,12,14,1083,566,517
50,55,65,Wisconsin,Lafayette County,12,15,729,394,335
50,55,65,Wisconsin,Lafayette County,12,16,544,259,285
50,55,65,Wisconsin,Lafayette County,12,17,435,198,237
50,55,65,Wisconsin,Lafayette County,12,18,438,171,267
50,55,67,Wisconsin,Langlade County,12,0,19189,9670,9519
50,55,67,Wisconsin,Langlade County,12,1,949,488,461
50,55,67,Wisconsin,Langlade County,12,2,1021,531,490
50,55,67,Wisconsin,Langlade County,12,3,1036,526,510
50,55,67,Wisconsin,Langlade County,12,4,1116,580,536
50,55,67,Wisconsin,Langlade County,12,5,895,482,413
50,55,67,Wisconsin,Langlade County,12,6,906,480,426
50,55,67,Wisconsin,Langlade County,12,7,873,459,414
50,55,67,Wisconsin,Langlade County,12,8,1012,521,491
50,55,67,Wisconsin,Langlade County,12,9,969,475,494
50,55,67,Wisconsin,Langlade County,12,10,1014,513,501
50,55,67,Wisconsin,Langlade County,12,11,1263,663,600
50,55,67,Wisconsin,Langlade County,12,12,1712,856,856
50,55,67,Wisconsin,Langlade County,12,13,1684,856,828
50,55,67,Wisconsin,Langlade County,12,14,1471,757,714
50,55,67,Wisconsin,Langlade County,12,15,1139,553,586
50,55,67,Wisconsin,Langlade County,12,16,860,399,461
50,55,67,Wisconsin,Langlade County,12,17,652,303,349
50,55,67,Wisconsin,Langlade County,12,18,617,228,389
50,55,69,Wisconsin,Lincoln County,12,0,27593,13980,13613
50,55,69,Wisconsin,Lincoln County,12,1,1288,648,640
50,55,69,Wisconsin,Lincoln County,12,2,1299,650,649
50,55,69,Wisconsin,Lincoln County,12,3,1409,712,697
50,55,69,Wisconsin,Lincoln County,12,4,1511,850,661
50,55,69,Wisconsin,Lincoln County,12,5,1394,759,635
50,55,69,Wisconsin,Lincoln County,12,6,1392,734,658
50,55,69,Wisconsin,Lincoln County,12,7,1271,645,626
50,55,69,Wisconsin,Lincoln County,12,8,1559,802,757
50,55,69,Wisconsin,Lincoln County,12,9,1537,782,755
50,55,69,Wisconsin,Lincoln County,12,10,1726,876,850
50,55,69,Wisconsin,Lincoln County,12,11,2103,1105,998
50,55,69,Wisconsin,Lincoln County,12,12,2487,1252,1235
50,55,69,Wisconsin,Lincoln County,12,13,2499,1270,1229
50,55,69,Wisconsin,Lincoln County,12,14,1921,995,926
50,55,69,Wisconsin,Lincoln County,12,15,1508,726,782
50,55,69,Wisconsin,Lincoln County,12,16,1081,505,576
50,55,69,Wisconsin,Lincoln County,12,17,809,373,436
50,55,69,Wisconsin,Lincoln County,12,18,799,296,503
50,55,71,Wisconsin,Manitowoc County,12,0,78981,39477,39504
50,55,71,Wisconsin,Manitowoc County,12,1,3977,2031,1946
50,55,71,Wisconsin,Manitowoc County,12,2,4367,2300,2067
50,55,71,Wisconsin,Manitowoc County,12,3,4787,2417,2370
50,55,71,Wisconsin,Manitowoc County,12,4,4664,2442,2222
50,55,71,Wisconsin,Manitowoc County,12,5,4074,2055,2019
50,55,71,Wisconsin,Manitowoc County,12,6,4315,2215,2100
50,55,71,Wisconsin,Manitowoc County,12,7,4021,2068,1953
50,55,71,Wisconsin,Manitowoc County,12,8,4564,2331,2233
50,55,71,Wisconsin,Manitowoc County,12,9,4452,2318,2134
50,55,71,Wisconsin,Manitowoc County,12,10,4596,2313,2283
50,55,71,Wisconsin,Manitowoc County,12,11,5530,2803,2727
50,55,71,Wisconsin,Manitowoc County,12,12,6550,3297,3253
50,55,71,Wisconsin,Manitowoc County,12,13,6404,3205,3199
50,55,71,Wisconsin,Manitowoc County,12,14,5448,2746,2702
50,55,71,Wisconsin,Manitowoc County,12,15,4036,1986,2050
50,55,71,Wisconsin,Manitowoc County,12,16,2971,1371,1600
50,55,71,Wisconsin,Manitowoc County,12,17,2020,856,1164
50,55,71,Wisconsin,Manitowoc County,12,18,2205,723,1482
50,55,73,Wisconsin,Marathon County,12,0,135692,68158,67534
50,55,73,Wisconsin,Marathon County,12,1,7871,4069,3802
50,55,73,Wisconsin,Marathon County,12,2,8432,4300,4132
50,55,73,Wisconsin,Marathon County,12,3,9058,4625,4433
50,55,73,Wisconsin,Marathon County,12,4,8243,4294,3949
50,55,73,Wisconsin,Marathon County,12,5,7335,3812,3523
50,55,73,Wisconsin,Marathon County,12,6,8486,4360,4126
50,55,73,Wisconsin,Marathon County,12,7,7879,4061,3818
50,55,73,Wisconsin,Marathon County,12,8,8770,4397,4373
50,55,73,Wisconsin,Marathon County,12,9,8000,4131,3869
50,55,73,Wisconsin,Marathon County,12,10,8187,4163,4024
50,55,73,Wisconsin,Marathon County,12,11,9049,4532,4517
50,55,73,Wisconsin,Marathon County,12,12,10199,5140,5059
50,55,73,Wisconsin,Marathon County,12,13,9501,4821,4680
50,55,73,Wisconsin,Marathon County,12,14,7912,3921,3991
50,55,73,Wisconsin,Marathon County,12,15,6022,2956,3066
50,55,73,Wisconsin,Marathon County,12,16,4421,2082,2339
50,55,73,Wisconsin,Marathon County,12,17,3089,1348,1741
50,55,73,Wisconsin,Marathon County,12,18,3238,1146,2092
50,55,75,Wisconsin,Marinette County,12,0,40350,20292,20058
50,55,75,Wisconsin,Marinette County,12,1,1881,964,917
50,55,75,Wisconsin,Marinette County,12,2,2047,1070,977
50,55,75,Wisconsin,Marinette County,12,3,2281,1184,1097
50,55,75,Wisconsin,Marinette County,12,4,2177,1099,1078
50,55,75,Wisconsin,Marinette County,12,5,1760,899,861
50,55,75,Wisconsin,Marinette County,12,6,2011,1048,963
50,55,75,Wisconsin,Marinette County,12,7,1985,1041,944
50,55,75,Wisconsin,Marinette County,12,8,2208,1102,1106
50,55,75,Wisconsin,Marinette County,12,9,2061,1053,1008
50,55,75,Wisconsin,Marinette County,12,10,2195,1122,1073
50,55,75,Wisconsin,Marinette County,12,11,2656,1355,1301
50,55,75,Wisconsin,Marinette County,12,12,3563,1765,1798
50,55,75,Wisconsin,Marinette County,12,13,3631,1837,1794
50,55,75,Wisconsin,Marinette County,12,14,3182,1618,1564
50,55,75,Wisconsin,Marinette County,12,15,2410,1234,1176
50,55,75,Wisconsin,Marinette County,12,16,1805,894,911
50,55,75,Wisconsin,Marinette County,12,17,1236,550,686
50,55,75,Wisconsin,Marinette County,12,18,1261,457,804
50,55,77,Wisconsin,Marquette County,12,0,15574,7915,7659
50,55,77,Wisconsin,Marquette County,12,1,744,382,362
50,55,77,Wisconsin,Marquette County,12,2,855,444,411
50,55,77,Wisconsin,Marquette County,12,3,892,455,437
50,55,77,Wisconsin,Marquette County,12,4,772,423,349
50,55,77,Wisconsin,Marquette County,12,5,637,339,298
50,55,77,Wisconsin,Marquette County,12,6,692,326,366
50,55,77,Wisconsin,Marquette County,12,7,726,378,348
50,55,77,Wisconsin,Marquette County,12,8,780,394,386
50,55,77,Wisconsin,Marquette County,12,9,784,393,391
50,55,77,Wisconsin,Marquette County,12,10,858,437,421
50,55,77,Wisconsin,Marquette County,12,11,1069,571,498
50,55,77,Wisconsin,Marquette County,12,12,1436,735,701
50,55,77,Wisconsin,Marquette County,12,13,1422,739,683
50,55,77,Wisconsin,Marquette County,12,14,1327,692,635
50,55,77,Wisconsin,Marquette County,12,15,994,471,523
50,55,77,Wisconsin,Marquette County,12,16,696,352,344
50,55,77,Wisconsin,Marquette County,12,17,469,213,256
50,55,77,Wisconsin,Marquette County,12,18,421,171,250
50,55,78,Wisconsin,Menominee County,12,0,4556,2267,2289
50,55,78,Wisconsin,Menominee County,12,1,427,227,200
50,55,78,Wisconsin,Menominee County,12,2,441,250,191
50,55,78,Wisconsin,Menominee County,12,3,413,227,186
50,55,78,Wisconsin,Menominee County,12,4,367,172,195
50,55,78,Wisconsin,Menominee County,12,5,274,163,111
50,55,78,Wisconsin,Menominee County,12,6,279,132,147
50,55,78,Wisconsin,Menominee County,12,7,258,127,131
50,55,78,Wisconsin,Menominee County,12,8,209,104,105
50,55,78,Wisconsin,Menominee County,12,9,187,78,109
50,55,78,Wisconsin,Menominee County,12,10,224,98,126
50,55,78,Wisconsin,Menominee County,12,11,244,114,130
50,55,78,Wisconsin,Menominee County,12,12,311,142,169
50,55,78,Wisconsin,Menominee County,12,13,285,145,140
50,55,78,Wisconsin,Menominee County,12,14,221,97,124
50,55,78,Wisconsin,Menominee County,12,15,170,78,92
50,55,78,Wisconsin,Menominee County,12,16,108,45,63
50,55,78,Wisconsin,Menominee County,12,17,71,33,38
50,55,78,Wisconsin,Menominee County,12,18,67,35,32
50,55,79,Wisconsin,Milwaukee County,12,0,945726,457789,487937
50,55,79,Wisconsin,Milwaukee County,12,1,64264,32714,31550
50,55,79,Wisconsin,Milwaukee County,12,2,62884,32127,30757
50,55,79,Wisconsin,Milwaukee County,12,3,62547,31832,30715
50,55,79,Wisconsin,Milwaukee County,12,4,61935,31543,30392
50,55,79,Wisconsin,Milwaukee County,12,5,63091,31347,31744
50,55,79,Wisconsin,Milwaukee County,12,6,80981,39572,41409
50,55,79,Wisconsin,Milwaukee County,12,7,74401,36537,37864
50,55,79,Wisconsin,Milwaukee County,12,8,65813,31891,33922
50,55,79,Wisconsin,Milwaukee County,12,9,56367,27143,29224
50,55,79,Wisconsin,Milwaukee County,12,10,53711,26062,27649
50,55,79,Wisconsin,Milwaukee County,12,11,53901,26306,27595
50,55,79,Wisconsin,Milwaukee County,12,12,57604,27589,30015
50,55,79,Wisconsin,Milwaukee County,12,13,55937,26483,29454
50,55,79,Wisconsin,Milwaukee County,12,14,45401,21074,24327
50,55,79,Wisconsin,Milwaukee County,12,15,32419,14776,17643
50,55,79,Wisconsin,Milwaukee County,12,16,20680,8659,12021
50,55,79,Wisconsin,Milwaukee County,12,17,15021,5930,9091
50,55,79,Wisconsin,Milwaukee County,12,18,18769,6204,12565
50,55,81,Wisconsin,Monroe County,12,0,46253,23467,22786
50,55,81,Wisconsin,Monroe County,12,1,3087,1545,1542
50,55,81,Wisconsin,Monroe County,12,2,3260,1620,1640
50,55,81,Wisconsin,Monroe County,12,3,3356,1683,1673
50,55,81,Wisconsin,Monroe County,12,4,2935,1529,1406
50,55,81,Wisconsin,Monroe County,12,5,2272,1213,1059
50,55,81,Wisconsin,Monroe County,12,6,2565,1315,1250
50,55,81,Wisconsin,Monroe County,12,7,2752,1396,1356
50,55,81,Wisconsin,Monroe County,12,8,3134,1618,1516
50,55,81,Wisconsin,Monroe County,12,9,2634,1392,1242
50,55,81,Wisconsin,Monroe County,12,10,2674,1370,1304
50,55,81,Wisconsin,Monroe County,12,11,2830,1495,1335
50,55,81,Wisconsin,Monroe County,12,12,3446,1803,1643
50,55,81,Wisconsin,Monroe County,12,13,3210,1606,1604
50,55,81,Wisconsin,Monroe County,12,14,2689,1353,1336
50,55,81,Wisconsin,Monroe County,12,15,2100,1072,1028
50,55,81,Wisconsin,Monroe County,12,16,1444,690,754
50,55,81,Wisconsin,Monroe County,12,17,929,427,502
50,55,81,Wisconsin,Monroe County,12,18,936,340,596
50,55,83,Wisconsin,Oconto County,12,0,37930,19471,18459
50,55,83,Wisconsin,Oconto County,12,1,1909,1006,903
50,55,83,Wisconsin,Oconto County,12,2,2058,1062,996
50,55,83,Wisconsin,Oconto County,12,3,2273,1168,1105
50,55,83,Wisconsin,Oconto County,12,4,2116,1092,1024
50,55,83,Wisconsin,Oconto County,12,5,1650,873,777
50,55,83,Wisconsin,Oconto County,12,6,1883,990,893
50,55,83,Wisconsin,Oconto County,12,7,1945,984,961
50,55,83,Wisconsin,Oconto County,12,8,2138,1099,1039
50,55,83,Wisconsin,Oconto County,12,9,2176,1162,1014
50,55,83,Wisconsin,Oconto County,12,10,2271,1136,1135
50,55,83,Wisconsin,Oconto County,12,11,2869,1459,1410
50,55,83,Wisconsin,Oconto County,12,12,3430,1788,1642
50,55,83,Wisconsin,Oconto County,12,13,3296,1692,1604
50,55,83,Wisconsin,Oconto County,12,14,2800,1472,1328
50,55,83,Wisconsin,Oconto County,12,15,2096,1096,1000
50,55,83,Wisconsin,Oconto County,12,16,1424,691,733
50,55,83,Wisconsin,Oconto County,12,17,878,433,445
50,55,83,Wisconsin,Oconto County,12,18,718,268,450
50,55,85,Wisconsin,Oneida County,12,0,35595,17852,17743
50,55,85,Wisconsin,Oneida County,12,1,1597,820,777
50,55,85,Wisconsin,Oneida County,12,2,1683,897,786
50,55,85,Wisconsin,Oneida County,12,3,1763,929,834
50,55,85,Wisconsin,Oneida County,12,4,1579,786,793
50,55,85,Wisconsin,Oneida County,12,5,1523,776,747
50,55,85,Wisconsin,Oneida County,12,6,1804,947,857
50,55,85,Wisconsin,Oneida County,12,7,1607,843,764
50,55,85,Wisconsin,Oneida County,12,8,1854,949,905
50,55,85,Wisconsin,Oneida County,12,9,1678,880,798
50,55,85,Wisconsin,Oneida County,12,10,1911,979,932
50,55,85,Wisconsin,Oneida County,12,11,2369,1151,1218
50,55,85,Wisconsin,Oneida County,12,12,3271,1585,1686
50,55,85,Wisconsin,Oneida County,12,13,3458,1723,1735
50,55,85,Wisconsin,Oneida County,12,14,3139,1604,1535
50,55,85,Wisconsin,Oneida County,12,15,2347,1191,1156
50,55,85,Wisconsin,Oneida County,12,16,1806,887,919
50,55,85,Wisconsin,Oneida County,12,17,1146,483,663
50,55,85,Wisconsin,Oneida County,12,18,1060,422,638
50,55,87,Wisconsin,Outagamie County,12,0,187885,93922,93963
50,55,87,Wisconsin,Outagamie County,12,1,11520,5977,5543
50,55,87,Wisconsin,Outagamie County,12,2,12154,6239,5915
50,55,87,Wisconsin,Outagamie County,12,3,12525,6433,6092
50,55,87,Wisconsin,Outagamie County,12,4,12071,6185,5886
50,55,87,Wisconsin,Outagamie County,12,5,11181,5812,5369
50,55,87,Wisconsin,Outagamie County,12,6,12626,6538,6088
50,55,87,Wisconsin,Outagamie County,12,7,12498,6481,6017
50,55,87,Wisconsin,Outagamie County,12,8,13004,6598,6406
50,55,87,Wisconsin,Outagamie County,12,9,11704,5970,5734
50,55,87,Wisconsin,Outagamie County,12,10,11366,5728,5638
50,55,87,Wisconsin,Outagamie County,12,11,12623,6248,6375
50,55,87,Wisconsin,Outagamie County,12,12,13921,6839,7082
50,55,87,Wisconsin,Outagamie County,12,13,12030,5944,6086
